1.386280090000582277e-01,3.396373600025981432e-02,3.724482799952966161e-02,3.498012100044434192e-02,3.533882099964102963e-02,3.222067299975606147e-02,3.526540099937847117e-02,3.361434799990092870e-02,3.179809700031910324e-02,3.479886199966131244e-02
9.689950600022712024e-02,9.499091299949213862e-02,9.983496499989996664e-02,9.590470399962214287e-02,9.426272099972266005e-02,9.746424800050590420e-02,9.933914999965054449e-02,9.673720699993282324e-02,9.891555099966353737e-02,9.742410000035306439e-02
2.060389459993530181e-01,2.088503710001532454e-01,1.999681879997297074e-01,2.029066450004393118e-01,1.970064890001594904e-01,1.918690249995052000e-01,1.861334949999218225e-01,1.761626719999185298e-01,1.814929410002150689e-01,1.806763820004562149e-01
2.971137169997746241e-01,2.760262940000757226e-01,2.844201369998700102e-01,2.776686819997848943e-01,2.737958140005503083e-01,2.611058130005403655e-01,2.637901520001832978e-01,2.562974259999464266e-01,2.467055950000940356e-01,2.445141650005098199e-01
3.732347149998531677e-01,3.796192990002964507e-01,3.799686649999785004e-01,3.799684969999361783e-01,3.676712960004806519e-01,3.872969679996458581e-01,3.812834250002197223e-01,3.805023109998728614e-01,3.756790970001020469e-01,3.806502190000173869e-01
5.339217709997683414e-01,5.318114159999822732e-01,5.344083620002493262e-01,5.294510950006952044e-01,5.436792090004018974e-01,5.431913649999842164e-01,5.437429520006844541e-01,5.256240310000066529e-01,5.406060450004588347e-01,5.399690699996426702e-01
7.732605250002961839e-01,7.802423520006414037e-01,7.792209190001813113e-01,8.049583939991862280e-01,7.796225209995100158e-01,7.789570059994730400e-01,7.854627429996980936e-01,7.754109120005523437e-01,7.712995020001471858e-01,8.049342999993314152e-01
1.018306623000171385e+00,1.009233732000211603e+00,1.019415957000092021e+00,1.014131773999906727e+00,1.003500428999359428e+00,1.011722788000042783e+00,9.897337180000249646e-01,9.994474380000610836e-01,1.025228567999874940e+00,1.018551321999439097e+00
1.271325652999621525e+00,1.246867331000430568e+00,1.255812351000713534e+00,1.236087633999886748e+00,1.270958897000127763e+00,1.255371369999920717e+00,1.255917907000366540e+00,1.256205085999681614e+00,1.265230484999847249e+00,1.256590605999917898e+00
1.472235424999780662e+00,1.477203452999674482e+00,1.452047841999956290e+00,1.469058542000311718e+00,1.476411698000447359e+00,1.471404873000210500e+00,1.462358296000275004e+00,1.478737094999814872e+00,1.476463582999713253e+00,1.482015348000459198e+00
1.757330520999857981e+00,1.750080285999501939e+00,1.777564979000089807e+00,1.785926147000282072e+00,1.781068938000316848e+00,1.784054226999614912e+00,1.781764843999553705e+00,1.783021170000210986e+00,1.770093637999707425e+00,1.749277646999871649e+00
2.164791194999452273e+00,2.174459733999356104e+00,2.159353095999904326e+00,2.170828010000150243e+00,2.169136429999525717e+00,2.158006724000188115e+00,2.151792057999955432e+00,2.156678882000051090e+00,2.171654057000523608e+00,2.175894472000436508e+00
2.432239600999309914e+00,2.451458449000710971e+00,2.451671162999446096e+00,2.453872738999962166e+00,2.428760640000291460e+00,2.434725686000092537e+00,2.441513640999801282e+00,2.447144411999943259e+00,2.437998772000355530e+00,2.427472626000053424e+00
2.823824213000079908e+00,2.825338706999900751e+00,2.839346859999750450e+00,2.838450483999622520e+00,2.834583247000409756e+00,2.825180413999987650e+00,2.802073028000449995e+00,2.823663849999320519e+00,2.831339886000023398e+00,2.809220990000540041e+00
3.235549482999886095e+00,3.212742063999940001e+00,3.190009066999664356e+00,3.228172367999832204e+00,3.225758935999692767e+00,3.235896555000181252e+00,3.226664103000075556e+00,3.210824787999627006e+00,3.237330643999484892e+00,3.222858715999791457e+00
3.702934824999829289e+00,3.678798163000465138e+00,3.680460403000324732e+00,3.690141564999976254e+00,3.682131378999656590e+00,3.684971654000037233e+00,3.678972464999787917e+00,3.689454233000105887e+00,3.680556776000230457e+00,3.682479809000142268e+00
4.272560450000128185e+00,4.240293951000239758e+00,4.261895335000190244e+00,4.267596652000065660e+00,4.274749417000748508e+00,4.269158877999871038e+00,4.258649667000099726e+00,4.256300320000264037e+00,4.251801682000404980e+00,4.215919742999176378e+00
4.751305716000388202e+00,4.762605889000042225e+00,4.767860959999779880e+00,4.752150211000298441e+00,4.742525360999934492e+00,4.757273346000147285e+00,4.769387657000152103e+00,4.708904614999482874e+00,4.760565681999651133e+00,4.772741270000551594e+00
5.292491404999964288e+00,5.284589146000143955e+00,5.277331012999638915e+00,5.298470579000422731e+00,5.250054277999879560e+00,5.289476494999689749e+00,5.281814416000088386e+00,5.276620354000442603e+00,5.292338155999459559e+00,5.294870186000480317e+00
5.813538957000673690e+00,5.776932263000162493e+00,5.806693517999519827e+00,5.829653996000160987e+00,5.833970992000104161e+00,5.849478274999455607e+00,5.824982372000704345e+00,5.841657613999814203e+00,5.834043384000324295e+00,5.825488880000193603e+00
