2.039450499978556763e-02,1.888036000036663609e-02,2.236933299991505919e-02,1.808927000001858687e-02,1.781057900006999262e-02,1.842560699969908455e-02,2.050802700068743434e-02,1.807384900075703626e-02,2.016945400009717559e-02,1.927712599990627496e-02
8.659380499921098817e-02,8.579082399955950677e-02,8.946460599963756977e-02,8.796715900007257005e-02,9.169120899969129823e-02,8.938625099926866824e-02,9.203873299975384725e-02,8.758342700002685888e-02,9.048433699990710011e-02,8.886633399924903642e-02
2.217242360002273927e-01,2.253227419996619574e-01,2.396106640007928945e-01,2.174100880001788028e-01,2.183263900005840696e-01,2.195417499997347477e-01,2.266352289998394554e-01,2.218247789996894426e-01,2.280237429995395360e-01,2.170255389992234996e-01
3.851379279994944227e-01,3.885714540001572459e-01,3.861352439998881891e-01,3.816519590000098106e-01,4.010950800002319738e-01,3.974301469997953973e-01,3.842023340002924670e-01,3.869413560005341424e-01,4.109704889997374266e-01,4.123872469999696477e-01
5.990047269997376134e-01,5.876653450004596380e-01,6.040580110002338188e-01,5.942023429997789208e-01,6.073355649996301509e-01,5.969715819992416073e-01,5.896533759996600566e-01,5.794623000001593027e-01,5.823978030002763262e-01,5.883836180000798777e-01
8.721762830000443500e-01,8.693201669993868563e-01,8.821602930001972709e-01,8.772734919994036318e-01,9.470137440002872609e-01,9.133154000001013628e-01,9.170405289996779175e-01,9.292186709999441518e-01,9.079710449996127863e-01,9.516718719996788423e-01
1.369877596000151243e+00,1.433841489000769798e+00,1.359299657000519801e+00,1.383579835999626084e+00,1.422076851999918290e+00,1.391869512000084796e+00,1.407415607999610074e+00,1.386453015999904892e+00,1.387379601999782608e+00,1.392751016000147501e+00
1.838210947999868949e+00,1.863221164000606223e+00,1.864151203999426798e+00,1.898430940999787708e+00,1.863798053999744297e+00,1.869572561000495625e+00,1.878426165999371733e+00,1.887237602999448427e+00,1.928938082999593462e+00,1.865085897999961162e+00
2.362895520999700238e+00,2.441831499999352673e+00,2.356074565000199073e+00,2.336441868000292743e+00,2.368233245999363135e+00,2.434429468999951496e+00,2.569418168000083824e+00,2.471104420999836293e+00,2.362015586999405059e+00,2.528694562999589834e+00
2.914656203000049572e+00,2.815221683999880042e+00,2.871863841000049433e+00,2.877037064999967697e+00,2.791249479000725842e+00,2.841886229000010644e+00,2.804396572999394266e+00,2.850736687999415153e+00,2.784704975999375165e+00,2.860485448999497748e+00
3.461775097000099777e+00,3.361990931000036653e+00,3.473275590999946871e+00,3.591571330999613565e+00,3.585685403999377741e+00,3.552683773000353540e+00,3.759631536999222590e+00,3.634693068000160565e+00,3.577539674000036030e+00,3.483810306000123092e+00
4.197632434999832185e+00,4.234510576000502624e+00,4.196489038999970944e+00,4.159311585999603267e+00,4.157668202000422752e+00,4.168708027999855403e+00,4.154420327000480029e+00,4.138651985000251443e+00,4.100654505999955290e+00,4.139839899000435253e+00
4.803791027000443137e+00,4.751359660000161966e+00,4.751680835000115621e+00,4.825776157000291278e+00,4.759116807999816956e+00,4.738729288999820710e+00,4.741127233999577584e+00,4.759930629000336921e+00,4.733344858000236854e+00,4.835086410000258184e+00
5.599931845000355679e+00,5.502993679999235610e+00,5.532357058999878063e+00,5.499220850000710925e+00,5.466543532999821764e+00,5.517076121000172861e+00,5.535269552000499971e+00,5.490368079000290891e+00,5.596929362999617297e+00,5.508453056999314867e+00
6.339094464000481821e+00,6.360015301000203181e+00,6.615098782999666582e+00,6.408468952000475838e+00,6.319879855999715801e+00,6.327700232000097458e+00,6.296133591999932833e+00,6.284991155000170693e+00,6.264925626000149350e+00,6.331135487999745237e+00
7.260087517000101798e+00,7.236048058999585919e+00,7.234206178999556869e+00,7.279892598000515136e+00,7.411513716000627028e+00,7.321764811000321060e+00,7.241566474999672209e+00,7.458799144999829878e+00,7.371573526000247512e+00,7.290042168999207206e+00
8.403374788999826706e+00,8.391970319000392919e+00,8.379853840999203385e+00,8.345920514000681578e+00,8.412738108000667125e+00,8.340464670000073966e+00,8.343605793999813613e+00,8.406337723999968148e+00,8.378355639999426785e+00,8.563143101000605384e+00
9.455504960999860486e+00,9.460356231000332627e+00,9.444779692999873077e+00,9.455403294000461756e+00,9.515247225999701186e+00,9.523762648000229092e+00,9.390412574000038148e+00,9.482426838999344909e+00,9.379783473000316008e+00,9.437388523000663554e+00
1.059184313999958249e+01,1.051683136500014371e+01,1.054971441100042284e+01,1.051953140499972505e+01,1.047582789900025091e+01,1.058413031500003854e+01,1.051689466700008779e+01,1.045912258000043948e+01,1.056478762100050517e+01,1.053382427500037011e+01
1.158698757699949056e+01,1.157727278000038496e+01,1.162850886100022763e+01,1.155600105099983921e+01,1.159861450000062177e+01,1.163423814199995832e+01,1.162153545999990456e+01,1.164137684600063949e+01,1.160187681499974133e+01,1.160364442599984613e+01
